,Name,Class
1859,களுடான,Sinhala
1860,தெஹிவள,Sinhala
1861,வது குறுக்கு வீதி,Tamil
1862,துடுகெமுனு மாவத்தை,Sinhala
1863,தலங்கம வடக்கு,Sinhala
1864,திஸ்பனே,Sinhala
1865,நவதிஸ்பனே,Sinhala
1866,கம்பொல வீதி,Sinhala
1867,நாவலபிட்டிய,Sinhala
1868,நிககொட்டுவ தோட்டம்,Sinhala
1869,அலுவிஹாரை,Sinhala
1870,பழைய சினிமா வீதி,Sinhala
1871,அக்கரைப்பற்று,Tamil
1872,கங்கா தேவி ஒழுங்கை,Sinhala
1873,மயிலிட்டித்துறை,Sinhala
1874,பஹல ஹன்வெல்ல,Sinhala
1875,ஹன்வெல்ல,Sinhala
1876,சுஜாதா ஆடையகம்,Sinhala
1877,மயிலகஹவத்த,Sinhala
1878,துங்கம,Sinhala
1879,சின்னனாகவில்லுவ,Sinhala
1880,சிரம்பி அடிய,Tamil
1881,சனதா,Sinhala
1882,வெவல,Sinhala
1883,பெப்பிலியான வீதி,Sinhala
1884,நெடிமல,Sinhala
1885,வீட்டுத்திட்டம்,Sinhala
1886,முட்கொம்பன பூநகரி,Tamil
1887,மாதகல்,Sinhala
1888,விஹாரை வீதி,Sinhala
1889,குட்சேட் வீதி,Sinhala
1890,தாழ்வுபாடு,Tamil
1891,கல்குவாரி பதை,Sinhala
1892,மிரிஹன,Sinhala
1893,மாபோதல,Sinhala
1894,ஜெயஹத்புற,Sinhala
1895,மொரடுவ,Sinhala
1896,வசன்னிகம,Sinhala
1897,முன்ஹென,Sinhala
1898,மாணிக்கமுள்ள,Tamil
1899,கொகுடுவா,Sinhala
1900,முருதுகம,Sinhala
1901,அகரவிட,Sinhala
1902,கதிரான பண்ணை,Tamil
1903,தவளசிங்கராம மாவத்தை,Sinhala
1904,ருப்பாகொடை பாதை,Sinhala
1905,கொனஹென்ன,Sinhala
1906,அருணோதய மாவத்தை,Sinhala
1907,ஒபேசேகரபுர,Sinhala
1908,துடுவெகதர,Sinhala
1909,மளிகாதென்ன,Sinhala
1910,வேயங்கொடை,Sinhala
1911,எட்டம்பகஹ வத்த கொலனி,Sinhala
1912,செந்திரியாமுள்ள,Tamil
1913,சந்தலங்காவ,Sinhala
1914,கொஹாகொடா,Sinhala
1915,கட்டுகஸ்தொட்ட,Sinhala
1916,அல்ஹேன,Sinhala
1917,கெட்டவல,Sinhala
1918,லெவ்ல,Sinhala
1919,எளிபன்கமுவ கந்த,Sinhala
1920,தோலங்கமுவ,Sinhala
1921,மேல் சிரிமல்கொட,Sinhala
1922,மெதபதனே கெதர,Sinhala
1923,டொன் டேவிட் மாவத்தை,Sinhala
1924,மஹஹுனுபிட்டிய,Sinhala
1925,ஜும்மா மஸ்ஜிட் வீதி,Sinhala
1926,சமரநாயக்க வீதி,Sinhala
1927,வேவிட்ட,Sinhala
1928,எத்தலவத்த,Sinhala
1929,அட்டகலன்பன்ன,Sinhala
1930,அரகம,Sinhala
1931,கொகரெல்ல,Sinhala
1932,கொலனி,Sinhala
1933,பிரிதெவல வீதி,Sinhala
1934,அலுவிஹார,Sinhala
1935,சாந்தி தோட்டம்,Sinhala
1936,ஹங்கமுவ,Sinhala
1937,இப்பாகமுவ,Sinhala
1938,வேவலகம,Sinhala
1939,கும்புக்வவெவ,Sinhala
1940,மெதகம,Sinhala
1941,நாவலடி வீதி,Tamil
1942,பாலமுனை,Sinhala
1943,வைத்தியசாலை வீதி,Sinhala
1944,கலாவெவ வீதி,Sinhala
1945,தெமுனுமுல்ல,Sinhala
1946,வேலேகடே,Sinhala
1947,தேனவக வீதி,Sinhala
1948,கனேகம,Sinhala
1949,ஜனதா மாவத்தை,Sinhala
1950,பேராறு மேற்கு,Tamil
1951,கிங்ஸ்வூட் பார்க்,Sinhala
1952,மாயா மாவத்த,Sinhala
1953,சந்திரிக்கா வாச,Sinhala
1954,ஓபாத்த,Sinhala
1955,அக்குரெஸ்ஸ,Sinhala
1956,வாட்,Tamil
1957,உணகலா வெஹெர,Sinhala
1958,உடுமத்த,Sinhala
1959,அஹலியகொட,Sinhala
1960,வட்டாரம,Tamil
1961,கொட்டியாகலா,Sinhala
1962,மொனராகலை,Sinhala
1963,ஆபிறஹம் இடம்,Sinhala
1964,நிகபே,Sinhala
1965,நெதிமால,Sinhala
1966, நுகசெவன,Sinhala
1967,நாபான,Sinhala
1968,குன்னேபான,Sinhala
1969,ஈச்சையடி,Tamil
1970,பேரில்லாவெளி,Sinhala
1971,கிரான்,Tamil
1972,கெந்தல,Sinhala
1973,கேகாலை வீதி,Sinhala
1974,அலவதுற,Sinhala
1975,போதிய வீதி,Sinhala
1976,ஸ்ரீ தேவானந்த வீதி,Sinhala
1977,நாவின்ன,Tamil
1978,எ,Sinhala
1979,மதுமாலி,Sinhala
1980,வெலிவத்தேகம,Sinhala
1981,ரில்பொல,Sinhala
1982,வெல்கொல்லே கெதர,Sinhala
1983,ஸ்பிரிங்வெளி,Sinhala
1984,திக்வெல்ல தோட்டம் கீழ் பிரிவு,Sinhala
1985,ஹாலியல,Sinhala
1986,திவியகஹவெல,Sinhala
1987,லேடியங்கல மேல் பிரிவு,Sinhala
1988,போகஹவெல,Sinhala
1989,ஊரகஸ்மங்ஹந்திய,Sinhala
1990,மீகஸ்பிட்டிய,Sinhala
1991,இங்வெல,Sinhala
1992,தல்கஹவத்தை,Sinhala
1993,யொடயகெலே,Sinhala
1994,பள்ளம,Tamil
1995,ஊவபென்ஹெட் தோட்டம்,Sinhala
1996,தனியார் பிரிவு,Sinhala
1997,வெலிமடை,Sinhala
1998,வேகொட,Sinhala
1999,அமுனுமுல்ல,Sinhala
2000,ஒனேகம,Sinhala
2001,புதிய கொலொன்னாவ வீதி,Sinhala
2002,மொரகஸ்முள்ள,Sinhala
2003,குக்குலேவ,Sinhala
2004,சீப்புகுலம,Sinhala
2005,மல்கி நிவச,Sinhala
2006,மொரகொல்ல,Sinhala
2007,தென்னபங்குவ,Sinhala
2008,வெதநிவச,Sinhala
2009,ஹதமுன,Sinhala
2010,திஹகொட,Sinhala
2011,லோகுர் வீதி,Sinhala
2012,அங்ஹுணவெல் பெலேஸ்ஸ,Sinhala
2013,கலுந்தேவ,Sinhala
2014,புனிதநகர்,Tamil
2015,கற்கோவளம்,Tamil
2016,மணல் ஒழுங்கை,Sinhala
2017,பருத்தித்துறை,Sinhala
2018,விஹாரா கப்படியாவ,Sinhala
2019,ஏலயாபத்துவ,Sinhala
2020,தெணியம்பை,Tamil
2021,வல்வெட்டித்துறை,Sinhala
2022,பொலிகண்டி,Sinhala
2023,புதுவளவு,Tamil
2024,வல்வெட்டித்துறை,Sinhala
2025,ஸ்ரீ குணானந்த மாவத்தை,Sinhala
2026,சந்நிதி கோவிலடி,Tamil
2027,தொண்டமானாறு,Tamil
2028,பாராகோட,Sinhala
2029,கணதேனியாவல,Sinhala
2030,கேத்சிரி கன்னிமடுவ,Sinhala
2031,கலேன்பின்டுனுவேவ,Sinhala
2032,எளிபத்கமுவ,Sinhala
2033,சமனலகம,Sinhala
2034,கொடஹொரொவ்வ,Sinhala
2035,மஹபுலன்குலம,Sinhala
2036,வெலேகட,Sinhala
2037,தெனவக்க வீதி,Sinhala
2038,ஐக்கிய நலன்புரி மாவத்தை,Sinhala
2039,பமுணுவ வீதி,Sinhala
2040,சந்சியராச்சி தோட்டம்,Tamil
2041,ஆசிரியர் விடுதி,Tamil
2042,ஜெயவர்தனபுர மகா வித்தியாலயம்,Sinhala
2043,மிசன் வீதி,Sinhala
2044,மெலேகொலனிய,Sinhala
2045,அம்பாலந்தோட்டை,Sinhala
2046,மினன் பள்ளி வீதி,Tamil
2047,அட்டாளைச்சேனை,Tamil
2048,ஜயசிங்கவத்த,Sinhala
2049,நக்காவிட்ட,Tamil
2050,தெரணியகல,Sinhala
2051,திக்கல்புர,Sinhala
2052,ஹோர்டன் இடம்,Sinhala
2053,ஸ்தேஸ் வீதி,Sinhala
2054,சமன் மாவத்தை,Sinhala
2055,பண்டாரவத்த,Sinhala
2056,கோணகம,Sinhala
2057,ஸ்ரீ போதிருக்காராம,Sinhala
2058,போகஹவெவ,Sinhala
2059,மாறக்க,Sinhala
2060,கெம்புருஓய,Sinhala
2061,ஹெதுங்கமுவ,Sinhala
2062,சமாதிகம,Sinhala
2063,பொன்நகர் வடக்கு,Tamil
2064,கிளிநொச்சி,Tamil
2065,ஹமங் கொட,Sinhala
2066,கடுகஸ்தோட்டை,Sinhala
2067,சிரிசிதுஹத் மாவத்தை,Sinhala
2068,ஹல்கஹவேல்ல,Sinhala
2069,புறத்தோட்டம்,Sinhala
2070,சூபிமன்சில் வீதி,Sinhala
2071,மீனோடைக்கட்டு,Tamil
2072,சாஜா வீதி,Sinhala
2073,சமுர்த்தி வீதி,Sinhala
2074,ஜும்மா பள்ளி வீதி,Tamil
2075,அட்டளைச்சேனை,Tamil
2076,கோன்கனத்தை,Sinhala
2077,பழைய வேயான்கொட,Sinhala
2078,மாலிபொட தோட்டம்,Sinhala
2079,மஹகும்புர பிரிவு,Sinhala
2080,மாலிபொட,Sinhala
2081,ஜயந்தி மாவத்தை,Sinhala
2082,அனுராதபுரம்,Sinhala
2083,ஏதடுவாவ,Sinhala
2084,பேராதனை,Sinhala
2085,கலோகஹதென்ன,Sinhala
2086,இலுக்தென்ன,Sinhala
2087,முறுத்தலாவ,Sinhala
2088,தம்பகொட,Sinhala
2089,தந்துரே,Sinhala
2090,வெவேவத்தை,Sinhala
2091,ரி  பி  ரத்நாயக்க மாவத்தை,Sinhala
2092,திபிரிகஸ்வெவ,Sinhala
2093,ஹபரணை,Sinhala
2094,சித்த சமாதி செனசுன,Sinhala
2095,எம்பில்மீகம,Sinhala
2096,பிலிமத்தலாவை,Sinhala
2097,விவேகானந்த வீதி,Sinhala
2098,இஹல பம்பாவ,Sinhala
2099,யட்டகல,Sinhala
2100,கிருலப்பனை மாவத்தை,Sinhala
2101,ஜயசயுராபுர,Sinhala
2102,பெலேன,Sinhala
2103,ரத்ன மண்டலபுர,Sinhala
2104,பிட்டியே கெதர,Sinhala
2105,பானகமுவ,Sinhala
2106,மெத தம் பூவ,Sinhala
2107,பிங்கிரிய,Sinhala
2108,ரத்னசெவன,Sinhala
2109,கல்ஹேன்கொட,Sinhala
2110,ஊருகமுவ,Sinhala
2111,ஹெல்சிறிகம,Sinhala
2112,கட்டுகிதுல,Sinhala
2113,பீல்லஹேன,Sinhala
2114,பொத்தன,Sinhala
2115,மெதேரிபிட்டிய,Sinhala
2116,தெனியாய,Sinhala
2117,நிக்கவெவ,Sinhala
2118,கோனுஹத்தெனாவ,Sinhala
2119,யோடயாகெலே,Sinhala
2120,எம்பரளுவ வடக்கு,Sinhala
2121,வெலிவேரிய,Sinhala
2122,டி ஏல,Sinhala
2123,குருகுலாவ,Sinhala
2124,ராகமை,Sinhala
2125,கீ கியனகந்த தோட்டம்,Sinhala
2126,நேபொடை,Sinhala
2127,மாளிகாவத்தை இடம்,Sinhala
2128,ருவன் எலிய வீதி,Sinhala
2129,பின்வத்த,Sinhala
2130,பானந்துறை,Sinhala
2131,நெத்திபலகம,Sinhala
2132,மகவ,Sinhala
2133,இல்லம்,Sinhala
2134,ஹதகிரிகொட,Sinhala
2135,ஹந்தகிரிய,Sinhala
2136,இரத்தினபுரி வீதி,Sinhala
2137,நீர் தாங்கி அருகாமை,Tamil
2138,மஹிந்த விடுதி,Sinhala
2139,நெலும்வெவ,Sinhala
2140,கிரி  வெவ,Sinhala
2141,ஹோகந்தர வடக்கு,Sinhala
2142,ஹோகந்தர,Sinhala
2143,பிடிகும,Sinhala
2144,அடிபார,Tamil
2145,எடோருவாவ,Sinhala
2146,நீர்கொழும்பு வீதி,Sinhala
2147,ஸ்ரீலால் லியனகே வீதி,Sinhala
2148,நலாகஸ்தெனிய,Sinhala
2149,கொரதொட்ட,Sinhala
2150,வடக்கு கடுவளை,Tamil
2151,ரன்சிரி,Sinhala
2152,பாளுகம,Sinhala
2153,அம்பகோட்டே,Sinhala
2154,கெங்கல்ல,Sinhala
2155,சேதுங்கவத்த,Sinhala
2156,பொல்வத்த,Sinhala
2157,தெனிபிடிய,Sinhala
2158,கனுகொல்ல,Sinhala
2159,தொடன்கஸ்லந்த,Sinhala
2160,ஐயனார் கோவில் வீதி,Tamil
2161,திருநாவட்குளம்,Tamil
2162,தொரழுவ வீதி,Sinhala
2163,கராகொட,Sinhala
2164,யட்டியன்தொட்ட,Sinhala
2165,ஹசரெலிகம வீதி,Sinhala
2166,ஊருபொக்க,Sinhala
2167,திக்எல்ல வத்த,Sinhala
2168,அம்பன்பிட்டிய,Sinhala
2169,சுமித்திராராம மாவத்தை,Sinhala
2170,உணகலாவெஹெற,Sinhala
2171,பொலன்னறுவை,Sinhala
2172,மானகொட,Sinhala
2173,அலுத்பஹல,Sinhala
2174,மாபலகம மத்தி,Sinhala
2175,கரடுபனவத்தை,Sinhala
2176,எல்லேகொட,Sinhala
2177,கெகிரிஹேன,Sinhala
2178,தேவாலய வீதி,Sinhala
2179,கொழும்பு,Sinhala
2180,நாகரிக வத்த வீதி,Sinhala
2181,வாடிகல,Sinhala
2182,ரன்ன,Sinhala
2183,அருக்கொட,Sinhala
2184,ஷைலதலாராம வீதி,Sinhala
2185,படுகெதர,Sinhala
2186,இஹகம,Sinhala
2187,மெதவல,Sinhala
2188,கலுகமுவ,Sinhala
2189,கெலிஒய,Sinhala
2190,புனித மரியா வீதி,Sinhala
2191,கிரி இப்பன்வெவ,Sinhala
2192,பழைய வேயங்கொடை,Sinhala
2193,பனாவல வீதி,Sinhala
2194,ரத்தலவெவ,Sinhala
2195,மஹவெல,Sinhala
2196,கலபுளுலந்த,Sinhala
2197,அர்நோல்டா இடம்,Sinhala
2198,கிருளப்பனை மாவத்தை,Sinhala
2199,காக்காமுனை,Tamil
2200,கிண்ணியா,Tamil
2201,மைல்கல்,Sinhala
2202,இஹலகொட,Sinhala
2203,மொரகெடிஆர  மேற்கு,Sinhala
2204,நாகுளுகமுவ,Sinhala
2205,மெதமாவில,Sinhala
2206,நாத்தாண்டிய,Tamil
2207,விஜயானந்த மாவத்தை,Sinhala
2208,பிங்வத்த,Sinhala
2209,மோதரை வீதி,Sinhala
2210,கனேபல்ல தோட்டம்,Sinhala
2211,மேல் பிரிவு,Sinhala
2212,யட்டியன்தொட்டை,Sinhala
2213,நிவாசிபுர,Tamil
2214,நெல்லிய,Sinhala
2215,மஹா வித்தியாலய மாவத்தை,Sinhala
2216,பல்கலைக்கழக வீதி,Sinhala
2217,ரத்தனபிட்டிய,Sinhala
2218,வத்தேகெதர,Sinhala
2219,உடுமுல்ல,Sinhala
2220,தொரவக,Sinhala
2221,வரக்காபொல,Sinhala
2222,தர்மரத்ன மாவத்தை,Sinhala
2223,உயன்வத்தை,Sinhala
2224,மல்லாவி,Sinhala
2225,ஹிரிபிட்டிய,Sinhala
2226,தேவாலய அருகில்,Sinhala
2227,கலஹே,Sinhala
2228,களுகொல்ல யாய,Sinhala
2229,கந்த உட பங்குவ,Sinhala
2230,கீனவின்ன,Sinhala
2231,தூனகஹ,Sinhala
2232,ம் திட்டம்,Tamil
2233,கல்விளான்,Tamil
2234,கிரிபமுன,Sinhala
2235,சியம்பலாகடவர,Sinhala
2236,துத்திரி பிட்டிகம,Sinhala
2237,குருஹெலேவத்தை,Sinhala
2238,உடகரடுபன,Sinhala
2239,அல்தெனிய,Sinhala
2240,மெலிபொதயாய,Sinhala
2241,மட்டகளப்பு வீதி,Sinhala
2242,பிபில,Sinhala
2243,திம்புல்கமுவ,Sinhala
2244,ஹபுவிட்ட,Sinhala
2245,உடகம,Sinhala
2246,மொரோன்தொட்ட,Sinhala
2247,கெட்டிவத்தை,Sinhala
2248,பகலகம,Sinhala
2249,வெவேல்தெனிய,Sinhala
2250,ஸ்ரீ ராகுல மாவத்தை,Sinhala
2251,மகுருதெனிய,Sinhala
2252,டிமெல்வத்த,Sinhala
2253,கிரான்ட்பாஸ் வீதி,Sinhala
2254,மாவிஹேன,Sinhala
2255,கட்டுபொத்த,Sinhala
2256,கிரகரிஸ் வீதி,Sinhala
2257,அரிசி ஆலை வீதி,Tamil
2258,கட்டுநாயக்க,Tamil
2259,கல்லூரி மாவத்தை,Sinhala
2260,அழுத் வத்தை,Sinhala
2261,டி மெல் வத்த,Sinhala
2262,கிராண்பாஸ்,Sinhala
2263,கங்கொடகம,Sinhala
2264,வெலிகேபொல,Sinhala
2265,திலிண நிவச,Sinhala
2266,கொல்ல,Sinhala
2267,பிபிலேகம,Sinhala
2268,மீகஹவத்தை,Sinhala
2269,கணவெரெல்ல,Sinhala
2270,சந்தகெலும்,Sinhala
2271,கனவெரெல்ல,Sinhala
2272,மாவுஸ்ஸாகொல்ல,Sinhala
2273,பொல்கஹராவ,Sinhala
2274,பசறை,Tamil
2275,இஸ்கோலெவத்த,Sinhala
2276,முல்எடியாவல,Sinhala
2277,எம்பிலிப்பிட்டிய,Sinhala
2278,மஹஊவா தோட்டம்,Sinhala
2279,வலபனை,Sinhala
2280,மக்குல்ல நகரம்,Sinhala
2281,தம்பகல்ல,Sinhala
2282,கஹவல,Sinhala
2283,பாதுக்க,Sinhala
2284,ஜெயந்தி கிராமய,Sinhala
2285,பேரலந்த,Sinhala
2286,ககுனந்தெனிய,Sinhala
2287,பெரலபனாதர,Sinhala
2288,ஜன உதான கம,Sinhala
2289,கொடஹேன தோட்டம்,Sinhala
2290,பாத்தகட,Sinhala
2291,மல்லாண்ட,Sinhala
2292,நாவலப்பிட்டி,Sinhala
2293,கிருளப்பனை,Tamil
2294,இந்துராகார,Sinhala
2295,பஹிரவகந்த ஒழுங்கை,Sinhala
2296,மயூரா இடம்,Sinhala
2297,மாசியப்பிட்டி,Tamil
2298,பிஹில்லபெத்த,Sinhala
2299,தொம்பகஹவெல,Sinhala
2300,தவல்கொட,Sinhala
2301,ம் திட்டம் கல்விளான்,Tamil
2302,செத்சிறி மாவத்தை,Sinhala
2303,ஏரவ்வல,Sinhala
2304,சேமமடு வீதி,Tamil
2305,ஓமந்தை,Tamil
2306,மரதன்கல்ல,Sinhala
2307,பெதியகொட,Sinhala
2308,ஹம்பஹ,Sinhala
2309,மெண்டிஸ் மாவத்த,Sinhala
2310,இடம,Sinhala
2311,கட்டுவான வீதி,Sinhala
2312,நீலகிரி மாவத்தை,Sinhala
2313,எட்வின் சில்வா மாவத்தை,Sinhala
2314,கட்டான மேற்கு,Tamil
2315,சங்கமித்த மாவத்தை,Sinhala
2316,முதுகண்டி,Tamil
2317,சியம்பலாண்டுவ,Sinhala
2318,அரசடிதீவு வடக்கு,Tamil
2319,கொக்கட்டிச்சோலை,Tamil
2320,ககேயாய வீதி,Sinhala
2321,தனமல்வில,Sinhala
2322,தேவனம்பியதிஸ்ஸ மாவத்தை,Sinhala
2323,மருதானை,Tamil
2324,பத்தம்கொட,Sinhala
2325,பெல்மடுல்லை,Sinhala
2326,வஹிரவகந்த ஒழுங்கை,Sinhala
2327,விஹங்க,Sinhala
2328,புதியஅமுணுதோவ வீதி,Sinhala
2329,வெவதென்ன,Sinhala
2330,பொடிகடே முரவெஸிஹேன,Sinhala
2331,பரவகும்புக்க,Sinhala
2332,தியாலகந்த,Sinhala
2333,லிந்தற,Sinhala
2334,பமுணுவத்த,Sinhala
2335,போமளுவ வீதி,Sinhala
2336,நுவரகல,Sinhala
2337,மஹய்யாவ,Sinhala
2338,பமுனுவ,Sinhala
2339,வெவதென்ன வீதி,Sinhala
2340,அம்பிட்டிய,Sinhala
2341,குருப்பு வீதி,Tamil
2342,கொலுதெனிய வத்த,Sinhala
2343,வட்டரக்க கிழக்கு,Tamil
2344,ஹப்புகல,Sinhala
2345,வக்வெல்ல,Sinhala
2346,ஹமங்கொட,Sinhala
2347,கட்டுகஸ்தோட்டை,Sinhala
2348,ஜந்துற,Sinhala
2349,மதஹம,Sinhala
2350,மஹகல்கடவல,Sinhala
2351,சித்தார்த வீதி,Sinhala
2352,ஹோகன்தர வடக்கு,Sinhala
2353,ஹோகன்தர,Sinhala
2354,பியசெவன,Sinhala
2355,சிங்க ஒழுங்கை,Sinhala
2356,ஹித்தட்டிய மத்தி,Sinhala
2357,ரங்கனகம,Sinhala
2358,அம்பகொடே,Sinhala
2359,எகமுத்து மாவத்தை,Sinhala
2360,கிதுலகந்த,Sinhala
2361,மொரகஹஹேன,Sinhala
2362,மில்லேவ,Sinhala
2363,மன்னார் வீதி,Tamil
2364,வேப்பங்குளம்,Tamil
2365,பிஹில்ல,Sinhala
2366,கந்தவத்த வீதி,Sinhala
2367,தவலம்கொய,Sinhala
2368,உக்குவளை,Tamil
2369,நிலவல குடியேற்றம்,Tamil
2370,மாஉஸ்ஸாவ,Sinhala
2371,கொலம்பிஸ்ஸ,Sinhala
2372,ஜுபிலி வீதி,Sinhala
2373,லகஷபதிய,Sinhala
2374,மேல் மொராவத்த,Sinhala
2375,ருவன்வெல்ல,Sinhala
2376,நிதாங்கலவத்த,Sinhala
2377,புளுகஹபிட்டிய,Sinhala
2378,இரண்டாவது ஒழுங்கை,Sinhala
2379,எல்ஸ்மோர்,Sinhala
2380,டட்லி சேனாயக்க மாவத்தை,Sinhala
2381,ஹேன்யாய,Sinhala
2382,சன்னஸ்கம,Sinhala
2383,லேல்லோபிட்டிய,Sinhala
2384,கூர்க்கண்டம்,Tamil
2385,தேவாலய வீதி,Sinhala
2386,பானவெவ,Sinhala
2387,சுஜாதா மாவத்தை,Sinhala
2388,மேல் பியன்வில,Sinhala
2389,தொடம்கஹஹேன,Sinhala
2390,கொதட்டுவ புது நகரம்,Tamil
2391,ஐ  டி  எச்,Sinhala
2392,பொல்கொட்டன் அராவ,Sinhala
2393,வீரபிட்டிய,Sinhala
2394,உதாகம,Sinhala
2395,எதிமலே வெவ,Sinhala
2396,ஜயசூரியவேல்ல,Sinhala
2397,புபுதுகம,Sinhala
2398,உஸ்வெட்டகெய்யாவ,Sinhala
2399,நெடுங்கேணி,Tamil
2400,நவநகரய,Tamil
2401,சமகி மாவத்த,Sinhala
2402,ரஜமஹா விஹார வீதி,Sinhala
2403,பிட்டகோட்டே,Sinhala
2404,ஷாந்த அந்தரே மேல் வீதி,Sinhala
2405,ஸ்ரீ சித்தார்த்த வீதி,Sinhala
2406,சித்தார்த்த வீதி,Sinhala
2407,கல்லவத்த தெற்கு,Sinhala
2408,ஏக்கல,Sinhala
2409,சமகி வீதி,Sinhala
2410,ராஜ மஹா விகாரை மாவத்தை,Sinhala
2411,புறக்கோட்டை,Tamil
2412,கத்தொட்ட,Sinhala
2413,தாரிக் வீதி,Sinhala
2414,நெய்தல் நகர்,Tamil
2415,மல்லந்த,Sinhala
2416,நாவலபிடிய,Sinhala
2417,போமலுவ வீதி,Sinhala
2418,வடபுலுவ,Sinhala
2419,நாகஸ்தென்ன,Sinhala
2420,சில்வர் ஸ்மித் ஒழுங்கை,Sinhala
2421,நகஸ்தென்ன வீதி,Sinhala
2422,ஜோர்ஸ் ஈ டி சில்வா மாவத்தை,Sinhala
2423,ஹந்தான வீட்டுத் திட்டம்,Sinhala
2424,வீட்டுத் திட்டம்,Tamil
2425,ஹுலங்கட,Sinhala
2426,கப்பல,Sinhala
2427,கொடவேல்ல,Sinhala
2428,பஹலவெல,Sinhala
2429,பரேய்கம,Sinhala
2430,மாலிக கோடெல்ல,Sinhala
2431,மயுரா பிளேஸ்,Sinhala
2432,ஹவ்லொக்,Sinhala
2433,ரோட் கொழும்பு,Sinhala
2434,கொடகமகேவத்த,Sinhala
2435,ஏதுகால மருந்தகம்,Sinhala
2436,உடவலவ்வ சந்தி,Sinhala
2437,கொலம்பகே ஆர,Sinhala
2438,பஹல யாகொட,Sinhala
2439,கனேமுள்ள,Sinhala
2440,பட்டபொல வீதி,Sinhala
2441,எட்டாம் கட்டை,Tamil
2442,நாத்தலகே வத்த,Sinhala
2443,திக்கும்புற,Sinhala
2444,மலே வீதி,Sinhala
2445,பொத்துஅராவ வீதி,Sinhala
2446,மல்லாவி,Sinhala
2447,வது ஒழுங்கை,Sinhala
2448,நாவல,Sinhala
2449,ம் ஒழுங்கை,Sinhala
2450,அனிஞ்சியன்குளம்,Tamil
2451,யோகபுரம்,Tamil
2452,கிரிமெட்டிய,Sinhala
2453,உடஹொரகல,Sinhala
2454,வரல்ல,Sinhala
2455,தொடமெகொட,Sinhala
2456,கொலவெனிகம,Sinhala
2457,யமுல்ல,Sinhala
2458,விகாரஹேன,Sinhala
2459,மொரவகந்த,Sinhala
2460,மொரவக,Sinhala
2461,விஹாரஹேன,Sinhala
2462,பட்டயாய,Sinhala
2463,அஹெலகஹ வத்த,Sinhala
2464,போருபிட்டிய,Sinhala
2465,சந்தரேணு இல்லம்,Sinhala
2466,உவரகல,Sinhala
2467,கொல்லகண்ட,Sinhala
2468,இமகிர,Sinhala
2469,போகொட,Sinhala
2470,கிருலப்பன,Sinhala
2471,ஆம் வட்டாரம்,Tamil
2472,ஹோகன்டற வடக்கு,Sinhala
2473,ஹோகண்டற,Sinhala
2474,அரங்கள,Sinhala
2475,அஷோக செவன,Sinhala
2476,பெறகும் மாவத்தை,Sinhala
2477,பல்லேவெல,Sinhala
2478,டியகல்ம,Sinhala
2479,நுகவெல,Sinhala
2480,பாடசாலை வீதி,Sinhala
2481,வணிகசூரிய மாவத்தை,Sinhala
2482,முல்லேரியாவ வடக்கு,Sinhala
2483,உலுகெதர,Sinhala
2484,பொதுஹெர,Sinhala
2485,நாவற்குழி,Tamil
2486,கைதடி,Tamil
2487,வன்னிகெவத்த,Sinhala
2488,வன்னியாரச்சிகம,Tamil
2489,பொரால,Sinhala
2490,மார்ஷல் வெலிவத்த வீதி,Sinhala
2491,வெளிமளுவ,Tamil
2492,தெய்யங்கெ தோட்டம்,Sinhala
2493,கடேஹேனவத்த,Sinhala
2494,மாகொல தெற்கு,Sinhala
2495,மாகொல,Sinhala
2496,சென்ட் மைக்கல் வீதி,Sinhala
2497,பிரதான வீதி,Sinhala
2498,பூஜாபிடிய,Sinhala
2499,உதய மாவத்தை,Sinhala
2500,கோணவல,Sinhala
2501,போகுந்தர,Sinhala
2502,சல்கஸ் மாவத்தை,Sinhala
2503,மாகேவிட்ட,Sinhala
2504,பொலிஸ் கம,Sinhala
2505,வெல்லதொட,Sinhala
2506,பாலடுவ,Tamil
2507,கிரான்குளம்,Tamil
2508,தலாவ வீதி,Sinhala
2509,கெக்கிராவ,Sinhala
2510,அல்  ஹம்றா வீதி,Sinhala
2511,மருதமுனை,Tamil
2512,ஒகஸ்டாவத்த,Sinhala
2513,பழைய கல்முனை வீதி,Sinhala
2514,நொச்சிமுனை,Tamil
2515,மஹகண்டிய,Sinhala
2516,மாயாதுன்ன,Sinhala
2517,வருன்கெடகொட,Sinhala
2518,டிரக்,Sinhala
2519,பிரிவு,Sinhala
2520,பளுகன்தேவ கல்கமுவ,Sinhala
2521,வெரென்கெடகொடை,Sinhala
2522,நீர்ப்பாசன தொடர்மாடி,Sinhala
2523,டீ சொய்சா தொடர்மாடி,Sinhala
2524,சொய்சாபுர,Tamil
2525,யகஹளுவ,Sinhala
2526,கிரிவத்துடுவ,Sinhala
2527,கேரவலபிடிய,Sinhala
2528,இபலவ,Sinhala
2529,வாரியபொல,Sinhala
2530,பெலவத்த தேயிலை வேளாண்மை,Sinhala
2531,குலனவத்தை,Sinhala
2532,வடதெனிய,Sinhala
2533,கொமில,Sinhala
2534,மாவரல,Sinhala
2535,பரகந்தெனிய,Sinhala
2536,இபுல்கொட,Sinhala
2537,கல்கமுவ வீதி,Sinhala
2538,தலுபத,Sinhala
2539,பள்ளி வீதி,Tamil
2540,போகஹயாய,Sinhala
2541,மகாகனதராவ,Sinhala
