,Name,Class
2002,அதபத்து ஹேவாமுதலிகே ருவன்,Sinhala
2003,பதிரகே ஸிரீயானி,Sinhala
2004,ரம்புக்கன மக்கொனகே தயாவதீ பெரேரா,Sinhala
2005,யாத்ராமுல்லகே தொன் துமிந்து சந்திம நவரத்ன,Sinhala
2006,மனுவேல் தாசன் ஜஸ்டின் வின்சி,Sinhala
2007,பத்தினிதுரகே மதுஷான் குமார,Sinhala
2008,කොල්ලමුරගේ ඉනෝකා ප්‍රියදර්ශනී,Sinhala
2009,கருணா பெலிகெதர சோமவிஜய,Sinhala
2010,பர்ணாந்துகே சுசந்த,Sinhala
2011,වලිමුනි සුජීව චානක මැන්දිස්,Sinhala
2012,ஹெனெகம லியனகே பத்மா காந்தி,Sinhala
2013,විජේනායක ගමගේ තිලින මධුශංක,Sinhala
2014,ඩබ්ලිව් . එම් . කේ . ඩබ්ලිව් . සුදේශ් මදුෂාන් කොටන්දෙණිය,Sinhala
2015,මුහම්මද් සදකත් මොහමඩ් සල්මාන්,Muslim
2016,கனங்கே ஆச்சாரிகே இசுறு சாமிக உபசேன,Sinhala
2017,மிஹிந்துகுலசூரிய சஷிகா நதீஷானி பர்ணாந்து,Sinhala
2018,நூர் மொஹமட் மொஹமட் ரம்சீர்,Muslim
2019,பொல்வத்தகே ஷிஹான் ஹசந்த பெரேரா,Sinhala
2020,ரங்க விக்கும் அபேசிறிவர்தன,Sinhala
2021,නල්ලපෙරුම තන්ත්‍රිගේ නදීක නිලංජන,Sinhala
2022,விஜேசேகர ஆரச்சிகே ஸாந்தி சந்திரிக்கா விஜேசேகர,Sinhala
2023,දොනික්කුහේවා රමණී ප්‍රේමකාන්ති,Sinhala
2024,பழனிவேலு மஞ்சுளாதேவி,Tamil
2025,ஜயகொடி கங்கானமலாகே தர்கா சாமரி,Sinhala
2026,චම්මිකා හෙට්ටිවත්තගේ,Sinhala
2027,கொட்டவ கமகே சாந்தி,Sinhala
2028,கபுகே வீரசிங்ஹ,Sinhala
2029,குமாரசிங்க ஹெட்டிஆரச்சிகே சந்திரசிறி,Sinhala
2030,மத்தும தொடங்கொடகே நிஹால் பிரேமகுமார,Sinhala
2031,අමුගොඩ විදානෙලාගේ චමත් දිශාන්ත,Sinhala
2032,தொடம்முல்லகே மானெல் மங்கலிகா சந்திரலதா,Sinhala
2033,රෝහණ ලාල් ටිරිකාවල,Sinhala
2034,මොහමඩ් ෆර්සාන් මොහමඩ් සියාම්,Muslim
2035,බහාර්ඩීන් මොහමඩ් ඉස්මයිල්,Muslim
2036,මාවැල්ල කංකානම්ගේ උදය පුෂ්ප කුමාර,Sinhala
2037,සාමිදාසන් ආරෝකියම් කුරුසම්මා,Tamil
2038,சாமரி ஹேமமாலா பொதேஜு,Sinhala
2039,பச்குவல்கே தொன் அரொஷா அஸங்க,Sinhala
2040,සුනිලක කමිල් වන්නිආරච්චි,Sinhala
2041,இமியாகே சுரேனி ரந்திகா,Sinhala
2042,නන්එදරි පේඩිගේ නාමල් රනිල් වික්‍රමසිංහ,Sinhala
2043,හතුරුසිංහ දේවගේ සුපුන් සෙව්වන්දි ශෂිකලා ප්‍රනාන්දු,Sinhala
2044,நடராஜா தெய்வானி,Tamil
2045,நதீகா புத்திக சாந்தனி அபேகுணவர்தன,Sinhala
2046,කහවිදානලාගේ දොන් ජනක සමීර මනුශන්ක,Sinhala
2047,பெமத்து ஹேவாகே ரஞ்ஜித் குணவீர,Sinhala
2048,நிருதக நிஸாந்த விதானகே,Sinhala
2049,කච්චකඩුගේ අයිරංගනි ප්‍රනාන්දු,Sinhala
2050,கங்கானம் துரகே கீர்தி மல்லிகா,Sinhala
2051,லொகுவடுகே இந்திரசீலி,Sinhala
2052,හේරත් මුදියන්සෙලාගේ පේමදාස,Sinhala
2053,பேமலதா அத்தபத்து,Sinhala
2054,කනංකේ විතානගේ කසුන් මදුසංක,Sinhala
2055,புஷ்சேவல ஹேவகே ரொஷான் ஜயவர்தன,Sinhala
2056,රෝහණ ද සිල්වා,Sinhala
2057,හේවාසිංහලාගේ නිමල්රත්න,Sinhala
2058,பெமிண ஹென்னதிகே அசலா தில்ருக்ஷி,Sinhala
2059,வீதாகம நாலிகா தமயந்தி,Sinhala
2060,நல்ல ஹேவாகே சுமனவங்ஸ,Sinhala
2061,முதுவாடிகே மாரியன் தினோகா மல்காந்தி,Sinhala
2062,நந்தன சரத் படுவிட,Sinhala
2063,අගම්පොඩි ඉනෝකා උදයංගනී ද සිල්වා,Sinhala
2064,லலித் குமார ஜயவிக்ரம,Sinhala
2065,කිරිකංකානම්ගේ අයිරින්,Sinhala
2066,විරිත්තමුල්ලගමගේ දිමුතු රංගන,Sinhala
2067,ருக்ஷான் மதுரங்க மென்டிஸ்,Sinhala
2068,ඉසුරු උදානි අබේවික්‍රම විජේවර්ධන සූරියආරච්චි,Sinhala
2069,මානගේ ඉරේෂා ලක්මාලි,Sinhala
2070,தேனுவர ஆசாரிகே பிரியங்கா உதயங்கனி,Sinhala
2071,பேதுரு தேவகே நிலுகா தில்ருக்சி,Sinhala
2072,අනතෝනි ශ්‍රීයාලතා,Sinhala
2073,ஜயதிஸ்ஸ பிரன்சிஸ்கு ஆரச்சி,Sinhala
2074,மீர்மொஹமட் காஸிம் நாவுர்கனி,Muslim
2075,லங்கா கீகனகே நதீஷானி தாருகா,Sinhala
2076,නාත්තන්ඩිගේ නවීන් ෂිහාර ප්‍රනාන්දු,Sinhala
2077,தித்தலபிட்டிகே ஸ்டான்லி லாவுஸ் பர்ணாந்து,Sinhala
2078,உடுகம கோராலலாகே ரேணுகா பிரியதர்ஷனீ ஹேமச்சந்திர,Sinhala
2079,தங்கராஜ் பாக்கியராஜா,Tamil
2080,රණසිං ලියනගේ රෝහිණී,Sinhala
2081,கீம்பிய பத்திரனகே சதிர கித்மிண,Sinhala
2082,විජේසිංහ මුහම්දිරම්ගේ යශෝධා තරංගනී,Sinhala
2083,அலவல தேவகே அஜீத் ஆனந்த,Sinhala
2084,සුබසිංහ මොරවක ආරච්චිල්ලාගේ රෝහිණි ජයවර්ධන,Sinhala
2085,සීනිවාසගම් තේවරාසා,Tamil
2086,දෙනගමගේ සුධර්මාවතී,Sinhala
2087,ராஜபக்ஷகே கசுன் இந்திக்க,Sinhala
2088,இராசமணி இரகுநாதன்,Tamil
2089,லியனகே சமரி சம்பிகா பெரேரா,Sinhala
2090,වීරසූරිය ආරච්චිගේ පියුමික එරංග,Sinhala
2091,ජයරත්න රාමනායක,Sinhala
2092,සෝමසුන්දරම් මයුරි සුලෝචනා,Tamil
2093,දෙඹට පිටියේ ඉඹුල්ගහමුලවත්තේ රත්න ලංකා විජේලතා,Sinhala
2094,රණවීර ආරච්චිලාගේ තරිඳු ධනංජය රණවීර,Sinhala
2095,கலுபோவிலகே தோன தர்ஷனி பிரியங்கிகா,Sinhala
2096,තිලක‍රත්නගේ දිසානන්ද,Sinhala
2097,රූපසිංහගේ සුසිල් කුමාර රූපසිංහ,Sinhala
2098,ඉන්දික තුෂාරි අමරසිංහ,Sinhala
2099,கொலம்ப படல்கே நிமல் ரஞ்ஜித்,Sinhala
2100,ஹொரவல கமகே புஸ்பலதா,Sinhala
2101,கல்கன்தகே சீதா மல்காந்தி பெரேரா,Sinhala
2102,නිමාශා මෙලෝමි මද්දුමගමගේ,Sinhala
2103,சாந்தினி சமரனாயக,Sinhala
2104,ஜயசிங்ஹ முதியன்சேலாகே சமில் மதுரங்க,Sinhala
2105,மதனசிங்ஹகே தொன் திவங்க ரொமால்ட் குணரத்ன,Sinhala
2106,ලොකුසූරිය ආරච්චිගේ ප්‍රසාදිනී,Sinhala
2107,மனிக்கு படதுருகே சந்திராணி டி சில்வா,Sinhala
2108,කංකානම් තන්තිරිවත්තගේ ඉන්දික තුෂර කුමාර,Sinhala
2109,රත්නායක මුදියන්සේලාගේ සරත් බණ්ඩාර,Sinhala
2110,ගමගේ නිලුශි චන්දිමා ලියනරත්න,Sinhala
2111,වන්නිආරච්චි කංකානම්ගේ විමුක්ති,Sinhala
2112,සුබෙඅප්පු කංකානමලාගේ සර්ධාවතී,Sinhala
2113,வேலு அய்டா,Sinhala
2114,කොළඹගේ දමයන්ති පුෂ්පලතා පෙරේරා,Sinhala
2115,හෙට්ටිආරච්චිගේ නිල්රුක් ධනුෂ්ක,Sinhala
2116,ඉඹුලාගොඩගේ ලලනි දර්ශනී,Sinhala
2117,නිශ්ශංක ආරච්චිගේ සඳුනි ප්‍රබෝදී පබසරා නිශ්ශංක,Sinhala
2118,மொஹமட் ஹசன் பாத்திமா பசானா,Muslim
2119,වට්ටෝරු තන්ත්‍රිගේ ඔගස්ටස් රොෂාන් සිරිමත් ප්‍රනාන්දු,Sinhala
2120,அழுத்படுகே திலினி ஷிவாங்க ரொதிரிகொ,Sinhala
2121,தேலத் நாரத ரவினாத திலகரத்ன டி சொயிசா,Sinhala
2122,திசாநாயக்க முதியன்சேலாகே கருணாவதி,Sinhala
2123,එදිරිසිංහ මුදියන්සේලාගේ සිසුපති ඉන්දික කුමාර එදිරිසිංහ,Sinhala
2124,அலஹகோன் வனிகசூரிய ஆரச்சிலாகே நிசங்சலா குமாரி வனிகசூரிய,Sinhala
2125,කාරියවසම් ගමගේ දර්ශනී දීප්තිකා,Sinhala
2126,வசந்தா ஜீவந்தி ருவன்பதிரன,Sinhala
2127,මොහමඩ් අමානුල්ලා මරික්කාර්,Muslim
2128,දොන් නානායක්කාරගේ ජගත් ගුණරත්න,Sinhala
2129,வெலிகொட ஆரச்சிகே தொன் மாதவ மதுஷங்க சேனாரத்ன,Sinhala
2130,நிபுன பிரதிபா ஜயசேகர மொஹொட்டி,Sinhala
2131,கொடிகார கமகே ஸ்ரீமா லீலசேன,Sinhala
2132,வர்ஷகோன் முதியன்சேலாகே குமுதினி சந்திரலதா,Sinhala
2133,பிரசங்கி தில்ருக்ஸிகா பர்னாந்து,Sinhala
2134,நாராவிடகே இனோகா செவ்வந்தி,Sinhala
2135,දිනේකා ලලාංජනී උහන්ඕවිට,Sinhala
2136,மல்லிகா செனெவிரத்ன,Sinhala
2137,முத்துகுட்டி ஆரச்சிகே சுமனாவதி,Sinhala
2138,புலுக்குட்டிகே துஷாரிகா தில்ருக்ஸி பெரேரா,Sinhala
2139,நிஸ்ஸங்க பமுணு ஆரச்சிலாகே சம்பத் ஜானக ருவன் குமார,Sinhala
2140,පනාගොඩගේ සුමේධ ප්‍රියංක පෙරේරා,Sinhala
2141,மாகொலகே ஆனந்த தயாரத்ன,Sinhala
2142,සිවරාජා වසන්ති,Tamil
2143,ராஜபக்ஸ கங்கானம்கே பத்மபந்து ஜயலால் ராஜபக்ஸ,Sinhala
2144,වහල්කඩ ගෙදර විජේසිරි,Sinhala
2145,අලංකාර දේවගේ කුසුමාවතී,Sinhala
2146,කොන්ගෙනිගෙ සිල්වෙස්ටර් ධම්මික කුමුදු ෆොන්සේකා,Sinhala
2147,කත්‍රිආරච්චිගේ සුරංග සම්පත්,Sinhala
2148,சந்திரிகா ஹினிதும லியனகே,Sinhala
2149,හේරත් මුදියන්සේලාගේ ලහිරු ප්‍රභාත්,Sinhala
2150,பதிராஜ வசன் குடாஹிடிகே தினேஷ் குமார பத்திராஜ,Sinhala
2151,மிரிஸ்செ பல்லியே குருகே நிசங்சலா தில்ருக்ஷி,Sinhala
2152,ගාල්ලගේ කමල් වසන්ත,Sinhala
2153,කාරියවසන් පතිරන්නැහැහෙලාගේ ශ්‍රියානි පතිරණ,Sinhala
2154,படபத்தெ கமகே சஜீவ லங்கா,Sinhala
2155,மகாலிங்கம் தினேஷ் பிரசன்த,Sinhala
2156,අබ්දුල් ජබාර් තාහිර් කයිරූන්,Muslim
2157,සෙනරත් මුදියන්සේලාගේ මල්කා තිළිණි,Sinhala
2158,தேனாஹந்திகே அனுரி லக்ஷிலா,Sinhala
2159,பொராள லியனகே தோன கயாத்திரி கௌஷல்யா பெரேரா,Sinhala
2160,கழுஆரச்சிகே தோன சோமவதீ,Sinhala
2161,சரிக்காலி மஹவிதானலாகே சோமவதீ,Sinhala
2162,பிரேமவதி விஜேநாயக்க,Sinhala
2163,நிலாமுத்தீன் மொஹம்மது நளீம்,Muslim
2164,குருகுலசூரிய சுயானி நிக்சிரா பெர்னாண்டோ,Sinhala
2165,අබ්දුල් වෆා මොහමඩ් නාසිර්,Muslim
2166,තුවාන් සහර්දීන් නලවංශ,Muslim
2167,முருகன் சசிக மணி,Tamil
2168,ජයසූරිය ආරච්චිලාගේ විදුමිණී යෂාරා,Sinhala
2169,කරන්නාගොඩ මුදලිගේ දෝන ගුණවති ජයතිලක,Sinhala
2170,பண்டித கெதர தமித் சித்பியும் வீரசேகர,Sinhala
2171,திசாநாயக முதியன்சேலாகே சமுத்திரி பிரார்த்தனா திசாநாயக,Sinhala
2172,பேடிகே கல்யானவதி,Sinhala
2173,මොහොට්ටිගේ දෝන තුෂාරා දිල්හානි පෙරේරා,Sinhala
2174,விதானகே ஷாருனி நிமேஷிகா,Sinhala
2175,லியன ஆரச்சிகே தோன மொதிதா சாந்தனீ,Sinhala
2176,දාපනදුරගෙයි මැන්දිස්,Sinhala
2177,பிலிப்பென்னே ஜயாங்கனி,Sinhala
2178,பிரீதிகா தில்ருக்ஷி பிரணாந்து,Sinhala
2179,තෙල්ගේ එතිකා ඕගරි පීරීස්,Sinhala
2180,எதிரிவீர கமகே சந்தன குசும்,Sinhala
2181,கதுருவான கமகே தெனிஸ் ரொஷான்,Sinhala
2182,රන්පටි දේවගේ ඉන්දික විමලතුංග,Sinhala
2183,தவலம கமகே சமிந்த,Sinhala
2184,சாதுங்கே குமாரசிரி,Sinhala
2185,தாம்புரே விதான ஆரச்சி மஞ்சுல ஸ்ரீ நிஷாந்த,Sinhala
2186,බෙනඩික්ට් සුසීලාවතී,Sinhala
2187,කරුණානායක සුනිල්,Sinhala
2188,அனிஷா செயான் அபயகோன்,Sinhala
2189,விராஜ் தேவபிரிய வெதசிங்க,Sinhala
2190,நவகொமு அப்புஹாமிலாகே சமில கௌஷிக பெரேரா,Sinhala
2191,வர்ணகுலசூரிய ரோஷானி சுதீரா பர்னாந்து,Sinhala
2192,නිල්ගල්පේඩිගේ නිරූපා නිශාන්ති,Sinhala
2193,பலனிசாமி யொஹான்,Sinhala
2194,ගල්කිස්සගේ සරත් ආනන්ද,Sinhala
2195,வாளிசிங்ஹ தேவகே உதய சுசந்த வலிசிங்ஹ,Sinhala
2196,F‍ප්‍රැන්සිස්කු හෙට්ටිගේ නිලුකා ශිවන්ති සිල්වා,Sinhala
2197,හෙනරත් හෙට්ටි ආරච්චිගේ දොන් මිථිල ලක්‍ෂිත ගුණවර්ධන,Sinhala
2198,කුඩාකන්කානන්ලාගේ දෝන පාලිකා ප්‍රියංගනී,Sinhala
2199,මහකපු විතාරණගේ ජනක විමුක්ති අමිල කුමාර,Sinhala
2200,වර්ණකුලසූරිය පර්සි ඇන්ට්‍රුම් බ්‍රිටෝදබරේරා,Sinhala
2201,මුතුගල් පේඩිගේ ගයාන් මදුසංක,Sinhala
2202,விஜயதுங்க முதலிகே கிஹான் சமிந்த விஜயதுங்க,Sinhala
2203,மரக்கல மானகே நஜித் குஸாந்த,Sinhala
2204,කෞශල්‍යා මිහිරානි රංජිත්,Sinhala
2205,கிரும்பர லியனகே சமிந்த,Sinhala
2206,බුද්දම සුමනධම්ම හිමි,Sinhala
2207,அபேசிறி நாராயன லொகுருகெய் சியாமலி அபேசிறி,Sinhala
2208,மொஹொமட் பைருஸ் பாத்திமா யுஸ்ரா,Muslim
2209,නවගමුවගේ ත්‍රිෂාලා ශාලුන්දි පෙරේරා,Sinhala
2210,அபுசாலி முகம்மட் அக்மல்,Muslim
2211,බද්දලියනගේ දෝන ඈන් ප්‍රශාදි,Sinhala
2212,ඉළිඹ විදානලාගේ කල්පනා අංජලී චන්ද්‍රසේකර,Sinhala
2213,நிஸ்ஸங்க ஆராச்சிலாகே ஜயலால் நிஸ்ஸங்க,Sinhala
2214,රාහුබද්දෙ කංකානම්ගේ ලක්‍ෂමන් කුමාර,Sinhala
2215,மீகஹ கெதர பிவுமால் லக்சித,Sinhala
2216,நாமல் கெலும் விதாரண,Sinhala
2217,සුබ්‍රමනියම් කලෙයිසෙල්වි,Tamil
2218,රන්පටි දේවගේ නදීසා ගයන්ති,Sinhala
2219,தேவதன்திரிகே கருனாவதி,Sinhala
2220,වටවල කංකානම්ගේ ගයානි මෂෙන්කා,Sinhala
2221,සුබ්‍රමණියම් ගුගසුදන්,Tamil
2222,பெருமாள் தர்மலிங்கம்,Tamil
2223,வன்னி ஆரச்சிகே புஷ்பா ஷிரோமி,Sinhala
2224,லொகு ரதாகே ஹேமபால,Sinhala
2225,තේනාහැන්නදිගේ අශාන් මධුරංග,Sinhala
2226,ஹேவா மைனாத்துகே சந்திமா தமயந்தி,Sinhala
2227,ඉලුක්පිත ආරච්චිගේ සීලවතී,Sinhala
2228,கருணாநாயககே மனதுங்க இஷார சந்தருவன் பீரிஸ்,Sinhala
2229,මුතුකණ්ඩියේ සුනෙත්ත හිමි,Sinhala
2230,පාතිමා සිල්මියා ෆස්මි,Muslim
2231,மஹகம கெதர மொகொட்டாலலாகே ஜனிந்த லக்மால் மஹகமகெதர,Sinhala
2232,දොඹවලගේ ඉන්ද්‍රරත්න පෙරේරා,Sinhala
2233,බෙන්තර ආරච්චිගේ ශීලා මාලනී,Sinhala
2234,வீரசிங்க ஆரச்சிகே நிசங்சலா சதருவனி வீரசிங்க,Sinhala
2235,ජාහිම් මුහන්දිරම්ගේ මංජුල ප්‍රදීප් කුමාර,Sinhala
2236,සුප්පන් පරමනාදන්,Tamil
2237,සම්සුදීන් මොහමඩ් නියාස්,Muslim
2238,லிந்தமுலகே வின்ஸ்டன் அனொல்த் டி சில்வா,Sinhala
2239,වීරසිංහ ආරච්චිගේ මර්ෂියා රානි පෙරේරා,Sinhala
2240,பட்டவல கங்கானமலாகே ரூபவதீ பெரேரா,Sinhala
2241,උස්වත්ත ලියනගේ ලක්‍ෂමන්,Sinhala
2242,වීරසිංහ වැලිවත්තගේ දිනේතා වීරසිංහ,Sinhala
2243,හිටි බණ්ඩාරනායක අප්පුහාමිගේ සෙනෙවිරත්න,Sinhala
2244,තුඩාවේ හේවාගේ නීල් ඩග්ලස් විජේරත්න,Sinhala
2245,சமரப்புலிகே கோகிலா சந்தருவினி,Sinhala
2246,ජීවන්දරගේ චන්ද්‍රානි ධම්මිකා,Sinhala
2247,පතිරණගේ චන්ද්‍රානි ස්වර්ණලතා,Sinhala
2248,කුරුකුලසූරිය ෆ්ලොරිඩ් තුෂාන් ප්‍රනාන්දු,Sinhala
2249,අලකොළන්ගෙදර නිෂාන්තී කරුණාතිලක,Sinhala
2250,ජයමුනි රිෂි කෙවින් සිල්වා,Sinhala
2251,ලසිඳු එක්සිත් රණසිංහ,Sinhala
2252,ගබ්බලගේ නන්දසීලි,Sinhala
2253,தெவராசிகே லிடிமன் சுகததாச பெர்னாண்டோ,Sinhala
2254,පවලමලර් කනේසරත්නම්,Tamil
2255,ராஹுபத்த கங்கானமகே தினுஷா நிரங்ஜலா,Sinhala
2256,මතකදිරි ආරච්චිගේ ප්‍රදීප් කුමාර,Sinhala
2257,වේලායුදම් මංජුලා,Tamil
2258,தொம்மயா தேவ சரத் சாந்த,Sinhala
2259,கொச்வானே கெதர அனுர விக்கிரமரத்ன,Sinhala
2260,முஹம்மது அலியார் ஜஃபர்,Muslim
2261,රාවතාවත්තෙ විදානකංකානම්ගේ ගමිඳු ප්‍රභාජිත්,Sinhala
2262,අලගියාදුර ඇලෙක්ස්,Sinhala
2263,මොහාන් බුද්ධික ඔබේසේකර,Sinhala
2264,ආරුමුගම් පුෂ්පරානි,Tamil
2265,වෙත්තමුණි රේණුකා,Sinhala
2266,கம்பொல கொட்டுவகே அஜித் ஜயவர்தன,Sinhala
2267,සිරිවර්ධන ලියනගේ හේමා කාන්ති සිරිවර්ධන,Sinhala
2268,நல்லகெ அஜிதா பிரியங்கணீ,Sinhala
2269,මොහොමඩ් රවුෆ් මොහොමඩ් හිම්තියාස්,Muslim
2270,சிறிவர்தன பத்திரனகே காமினி குமாரசிறி,Sinhala
2271,புஞ்சி வெடிக்காரகே நயனா சியாமலி டி நிஷங்கா,Sinhala
2272,இம்புலான லியனகே சுரேஷ் சாமர லியனகே,Sinhala
2273,මුරුගානන්දම් ඩිලානි,Tamil
2274,ரொஷானி ரத்னகாந்தி ராமநாயக்க,Sinhala
2275,ரத்நாயக்க முதியன்சேலாகே காமினி திசாநாயக்க,Sinhala
2276,ரோஷானி நிபுலிகா ஆதர்,Sinhala
2277,கனங்கம ஆரச்சிகே கங்கா எரந்ததி,Sinhala
2278,அருக்கொடகே அருண ஷாந்த விஜேசிறி,Sinhala
2279,වික්‍රමරාජ වඩුවනගේ නිලංගා ප්‍රියංගනී චන්ද්‍රසිරි,Sinhala
2280,தோன நதீஸா லக்மாலீ நானாயக்கார,Sinhala
2281,பிரியந்த சிசிர குமார சமரவிக்கிரம ரூபசிங்ஹ,Sinhala
2282,உடகெதர விஜேவர்த்தன,Sinhala
2283,கொரலே கங்கானங்கே லசந்த,Sinhala
2284,හේවා ආරච්චිගේ කිත්සිරි,Sinhala
2285,විලේගොඩ ගමගේ ධනංජය නිලාන් සාරංග,Sinhala
2286,පාතිමා ෂාදියා බදුර්දීන්,Muslim
2287,බහදුල් අෂාබු මොහමඩ් රම්සාන්,Muslim
2288,වඩුගේ සචින්ද්‍ර ප්‍රියගීත් ප්‍රනාන්දු,Sinhala
2289,பொத்துபிட்டியகே ஷாந்தி பர்னாந்து,Sinhala
2290,நாவலகே தோன அயேஷா சுகந்தி சேனானாயக்க,Sinhala
2291,කංකානිගේ චතුරංගි පූර්නිමා වික්‍රමරත්න,Sinhala
2292,දොන් මැතිව් ප්‍රසාද් ගනේගොඩ,Sinhala
2293,පොල්වත්ත ගල්ලගේ තරිඳු චතුරංග,Sinhala
2294,பள்ளியவடன ஆராச்சிகே ஜயதிலக,Sinhala
2295,நானாயக்கார ஹல்ஒலுவகே பேமசிரி,Sinhala
2296,හෙට්ටි හේවාගේ ප්‍රේමලාල් චිත්‍රකුමාර,Sinhala
2297,චමිලා දිල්රුක්ෂි මුණසිංහ,Sinhala
2298,கல்கெடி தேவகே இஷார சுமுது குமார,Sinhala
2299,මනිෂ්රාජ් ප්‍රනාන්දු,Tamil
2300,කුඹලාතර ආරච්චිගේ අසෝකා මාලනී,Sinhala
2301,லொகு வடுகே உபுல் டி அல்விஸ்,Sinhala
2302,රත්නකුමාර් නිරංජි මල්කාන්ති,Sinhala
2303,பொன்னம்பெரும ஆரச்சிகே மெதானந்த,Sinhala
2304,රාජපක්ෂ මුදියන්සේලාගේ මුදලිහාමිගේ ඉනෝකා රාජපක්ෂ,Sinhala
2305,පාවුළුගේ තිලිනි ප්‍රබෝධා නිශාන්ත,Sinhala
2306,හෂාන් අබේසිරිවර්ධන,Sinhala
2307,තොටගොඩ ගමගේ හෂිනි කාවින්ද්‍යා ගමගේ,Sinhala
2308,குசும்லதா கெடவல கமகே,Sinhala
2309,ලොකුසුරිය ආරච්චිගේ ප්‍රසන්න සංජීව,Sinhala
2310,ஹசித திரீலக்ஷாண அபயகீர்த்தி,Sinhala
2311,சுனேத்ரா தில்ருக்ஷி இந்துருவ,Sinhala
2312,කුමාරගේ වත්තගේ සුරේනි වාසනා ප්‍රනාන්දු,Sinhala
2313,மெதகெதர கங்கானமலாகே லீலாவதி,Sinhala
2314,நிரோஷனி காஞ்சனா விக்ரமவிதாரன,Sinhala
2315,ලොහාන් අමිත් පරණවිතාන,Sinhala
2316,සිංහලගේ ධනුෂ්ක ප්‍රසාද් බණ්ඩාර කරුණාරත්න,Sinhala
2317,පෙරමුනේ ගෙදර සුරේෂ් කුමාර තිලකරත්න,Sinhala
2318,හිංග පුරගේ නුවන් දිනුෂ සේනාරත්න,Sinhala
2319,பட்டியமுல்ல வத்தே கெதர சுனில் சாந்த பண்டார,Sinhala
2320,கதினப்புலிகே லஸிகா நிலுஸி,Sinhala
2321,කළුගමගේ දොන් දිල්රුක් විජේසේකර,Sinhala
2322,மொரகந்தகொடஹிடிகே பிரியந்தி,Sinhala
2323,කිරිකාවල බඩල්ගේ සුනේත්‍රා චාන්දනී,Sinhala
2324,නිරංජලා නිශාදිනී සිරිමාන්න,Sinhala
2325,හේරත් මුදියන්සේලාගේ චමිලා කුමාරි හේරත්,Sinhala
2326,සිංගන්කුට්ටි අතුකෝරලලාගේ සුවර්නා,Sinhala
2327,අන්ද්‍රාදිගේ දීපාල් චින්තක සිල්වා,Sinhala
2328,කළුපහන අප්පුහාමිලාගේ තිලිණ ලක්ෂාන් චන්ද්‍රසේකර,Sinhala
2329,ගම්මන විදානගේ දොන් කුමාර විමල්චන්ද්‍ර පෙරේරා,Sinhala
2330,ඉද්දගොඩ හේවාගේ සීතා රංජනී,Sinhala
2331,මද්දුම හේවගේ අනුර,Sinhala
2332,රට්ණකුමාර් මහේෂ්රාජ්,Tamil
2333,படபெந்திகே குசுமாவதீ,Sinhala
2334,பெலெந்த ஹேவகே சத்துரிகா நதீஷானி பண்டார,Sinhala
2335,හරේෂන් ලසන්ත බදුගමගේ,Sinhala
2336,මොහොම්මඩ් සුහයිර් මොහොම්මඩ් මුබාරක්,Muslim
2337,அஸ்கிரியே கெதர லீனஸ் விஜேரத்ன,Sinhala
2338,හෙට්ටි ආරච්චිගේ ප්‍රේමලාල් කුමාරසිරි,Sinhala
2339,අමරසිංහගේ රොෂාන් චින්තක අමරසිංහ,Sinhala
2340,ரத்னசிரி ஹெட்டிஆரச்சி,Sinhala
2341,මොහමඩ් නවාස් මොහොමඩ් නිfප්රාස්,Muslim
2342,මුරුක්කුවාදුරගේ අමරනායක,Sinhala
2343,ரத்னாயக்க முதியன்சேலாகே நந்தா மாலனி ரத்நாயக்க,Sinhala
2344,පිටිගල කපුගේ නුවන් ලක්‍ෂිත,Sinhala
2345,மீபே ஆச்சாரிகே சுதர்மா பிரியதர்ஷனி,Sinhala
2346,ஜயசுந்தர சமரநாயக்க,Sinhala
2347,ஷயினி பாக்யா கமகே,Sinhala
2348,පට්ටිකාර බන්දනගේ චාන්දනී,Sinhala
2349,වරුණි දසනායක,Sinhala
2350,සුප්පෛයා ෂාලිනි,Sinhala
2351,அலஹகோண் முதலிகே கருணாரத்ன,Sinhala
2352,ரணசிங்ஹ கொடிகார கிலிபிடிகே சஜீவ் ரசங்கிகா,Sinhala
2353,මලවර කංකානම්ලාගේ චතුර මංජුල,Sinhala
2354,லியனகே சதுன் மதுஷங்க,Sinhala
2355,මඩවලගේ සුදත් ප්‍රේමසිරි ප්‍රේමරත්න,Sinhala
2356,දීකිරිකෑවගේ දොන් රවීන් චනුර ජයමහ,Sinhala
2357,ரோஹண உபதிஸ்ஸ வதடுவாவல,Sinhala
2358,කුරුකුලසූරිය මේරි මැක්සිල් ශ්‍රීයන්ති ප්‍රනාන්දු,Sinhala
2359,ஜயவிக்ரம குமாரசேன,Sinhala
2360,පූනා ක්‍රිස්තෝම්බුගේ කමලාවතී,Sinhala
2361,கங்கானிகே குணதாச அல்விஸ்,Sinhala
2362,සන්දනම් සුරේස් තරංග කදිරවේලු,Tamil
2363,விசின் கெதர ஜாலிய பங்டார ஹேரத்,Sinhala
2364,ஹெட்டிஆரச்சிகே விக்கிரமசிங்க,Sinhala
2365,මැදවල මුදියන්සේලාගේ ඉෂාන් බණ්ඩාර මැදවල,Sinhala
2366,பாத்திமா ஹஷ்மத் உஷாமா,Muslim
2367,வின்சன்ட் பிரான்சிஸ் கென்ட் பிறேசர்,Sinhala
